"Name","Join","Date","Mode"
"Chuckpants","10:12:10","2017.12.10","join"
"Chuckpants","10:12:10","2017.12.10","join"
"Stealthunt","10:12:41","2017.12.10","join"
"Pyumanou","10:12:41","2017.12.10","join"
"Falassion","10:12:41","2017.12.10","join"
"Furhundredms","10:12:41","2017.12.10","join"
"Shrin","10:12:41","2017.12.10","join"
"Remeraz","10:12:41","2017.12.10","join"
"Wreaine","10:12:41","2017.12.10","join"
"Chendi","10:12:41","2017.12.10","join"
"Sesek","10:12:41","2017.12.10","join"
"Jimbaws","10:12:41","2017.12.10","join"
"Illsmakyaded","10:14:08","2017.12.10","join"
"Illsmakyaded","10:14:08","2017.12.10","join"
"Malexia","10:19:54","2017.12.10","join"
"Stealthunt","10:19:54","2017.12.10","join"
"Furhundredms","10:19:54","2017.12.10","join"
"Siilf","10:19:54","2017.12.10","join"
"Tapsu","10:19:54","2017.12.10","join"
"Emillen","10:19:54","2017.12.10","join"
"Zahak","10:19:54","2017.12.10","join"
"Casablancas","10:19:54","2017.12.10","join"
"Zondaril","10:19:54","2017.12.10","join"
"Rockafella","10:19:54","2017.12.10","join"
"Daemontools","10:19:54","2017.12.10","join"
"Zeale","10:19:54","2017.12.10","join"
"Wreaine","10:19:54","2017.12.10","join"
"Chendi","10:19:54","2017.12.10","join"
"Sesek","10:19:54","2017.12.10","join"
"Constantlee","10:19:54","2017.12.10","join"
"Corgif","10:19:54","2017.12.10","join"
"Hehra","10:19:54","2017.12.10","join"
"Mendacius","10:19:54","2017.12.10","join"
"Jimbaws","10:19:54","2017.12.10","join"
"Sherdan","10:19:54","2017.12.10","join"
"Verus","10:19:54","2017.12.10","join"
"Theekiter","10:19:54","2017.12.10","join"
"Purplejunkie","10:19:54","2017.12.10","join"
"Valknut","10:19:54","2017.12.10","join"
"Noiry","10:19:54","2017.12.10","join"
"Crashman","10:19:54","2017.12.10","join"
"Chuckpants","10:19:54","2017.12.10","join"
"Illsmakyaded","10:19:54","2017.12.10","join"
"Raitr","10:19:54","2017.12.10","join"
"Gnozina","10:19:54","2017.12.10","join"
"Zaldre","10:19:54","2017.12.10","join"
"Shrin","10:19:55","2017.12.10","join"
"Sodanickel","10:19:57","2017.12.10","join"
"Nzo","10:19:58","2017.12.10","join"
"Remeraz","10:19:59","2017.12.10","join"
"Ivyfang","10:20:00","2017.12.10","join"
"Pyumanou","10:20:16","2017.12.10","join"
"Falassion","10:20:29","2017.12.10","join"
"Sillinhaju","10:24:50","2017.12.10","join"
"Yippi","10:26:51","2017.12.10","join"
"Yippi","10:26:51","2017.12.10","join"
"Helitheus","10:32:33","2017.12.10","join"
"Helitheus","10:32:33","2017.12.10","join"
"Stealthunt","11:54:18","2017.12.10","join"
"Ivyfang","11:54:28","2017.12.10","join"
"Gnozina","11:54:28","2017.12.10","join"
"Remeraz","11:56:18","2017.12.10","join"
"Zaldre","14:37:10","2017.12.10","join"
"Oldmansmegma","10:16:45","2017.12.07","join"
"Rockafella","10:16:45","2017.12.07","join"
"Casablancas","10:16:45","2017.12.07","join"
"Remeraz","10:16:45","2017.12.07","join"
"Daemontools","10:16:45","2017.12.07","join"
"Naraak","10:16:45","2017.12.07","join"
"Ivyfang","10:16:45","2017.12.07","join"
"Chendi","10:16:45","2017.12.07","join"
"Yippi","10:16:45","2017.12.07","join"
"Constantlee","10:16:45","2017.12.07","join"
"Siilf","10:16:45","2017.12.07","join"
"Shrin","10:16:45","2017.12.07","join"
"Pyumanou","10:16:45","2017.12.07","join"
"Sesek","10:16:45","2017.12.07","join"
"Nzo","10:16:45","2017.12.07","join"
"Sodanickel","10:16:45","2017.12.07","join"
"Magisly","10:16:45","2017.12.07","join"
"Stealthunt","10:16:45","2017.12.07","join"
"Saintgermain","10:16:45","2017.12.07","join"
"Healsmeguy","10:16:45","2017.12.07","join"
"Gaff","10:16:45","2017.12.07","join"
"Gnozina","10:16:45","2017.12.07","join"
"Killakam","10:16:45","2017.12.07","join"
"Fleinders","10:16:45","2017.12.07","join"
"Jimbaws","10:16:45","2017.12.07","join"
"Falassion","10:16:45","2017.12.07","join"
"Valknut","10:16:45","2017.12.07","join"
"Mendacius","10:16:45","2017.12.07","join"
"Illsmakyaded","10:16:45","2017.12.07","join"
"Zendaril","10:16:45","2017.12.07","join"
"Hupiukko","10:16:45","2017.12.07","join"
"Enchiladaman","10:16:45","2017.12.07","join"
"Purplejunkie","10:16:45","2017.12.07","join"
"Chuckpants","10:16:45","2017.12.07","join"
"Noiry","10:16:45","2017.12.07","join"
"Zaldre","10:16:45","2017.12.07","join"
"Oldmansmegma","10:16:45","2017.12.07","join"
"Rockafella","10:16:45","2017.12.07","join"
"Casablancas","10:16:45","2017.12.07","join"
"Remeraz","10:16:45","2017.12.07","join"
"Daemontools","10:16:45","2017.12.07","join"
"Naraak","10:16:45","2017.12.07","join"
"Ivyfang","10:16:45","2017.12.07","join"
"Chendi","10:16:45","2017.12.07","join"
"Yippi","10:16:45","2017.12.07","join"
"Constantlee","10:16:45","2017.12.07","join"
"Siilf","10:16:45","2017.12.07","join"
"Shrin","10:16:45","2017.12.07","join"
"Pyumanou","10:16:45","2017.12.07","join"
"Nzo","10:16:45","2017.12.07","join"
"Sodanickel","10:16:45","2017.12.07","join"
"Magisly","10:16:45","2017.12.07","join"
"Stealthunt","10:16:45","2017.12.07","join"
"Saintgermain","10:16:45","2017.12.07","join"
"Healsmeguy","10:16:45","2017.12.07","join"
"Gaff","10:16:45","2017.12.07","join"
"Gnozina","10:16:45","2017.12.07","join"
"Killakam","10:16:45","2017.12.07","join"
"Fleinders","10:16:45","2017.12.07","join"
"Jimbaws","10:16:45","2017.12.07","join"
"Falassion","10:16:45","2017.12.07","join"
"Valknut","10:16:45","2017.12.07","join"
"Mendacius","10:16:45","2017.12.07","join"
"Illsmakyaded","10:16:45","2017.12.07","join"
"Zendaril","10:16:45","2017.12.07","join"
"Hupiukko","10:16:45","2017.12.07","join"
"Enchiladaman","10:16:45","2017.12.07","join"
"Purplejunkie","10:16:45","2017.12.07","join"
"Chuckpants","10:16:45","2017.12.07","join"
"Noiry","10:16:45","2017.12.07","join"
"Zaldre","10:16:45","2017.12.07","join"
"Oldmansmegma","10:22:19","2017.12.07","join"
"Casablancas","10:22:19","2017.12.07","join"
"Remeraz","10:22:19","2017.12.07","join"
"Daemontools","10:22:19","2017.12.07","join"
"Naraak","10:22:19","2017.12.07","join"
"Ivyfang","10:22:19","2017.12.07","join"
"Chendi","10:22:19","2017.12.07","join"
"Constantlee","10:22:19","2017.12.07","join"
"Siilf","10:22:19","2017.12.07","join"
"Nzo","10:22:19","2017.12.07","join"
"Stealthunt","10:22:19","2017.12.07","join"
"Saintgermain","10:22:19","2017.12.07","join"
"Healsmeguy","10:22:19","2017.12.07","join"
"Killakam","10:22:19","2017.12.07","join"
"Jimbaws","10:22:19","2017.12.07","join"
"Valknut","10:22:19","2017.12.07","join"
"Mendacius","10:22:19","2017.12.07","join"
"Illsmakyaded","10:22:19","2017.12.07","join"
"Zendaril","10:22:19","2017.12.07","join"
"Hupiukko","10:22:19","2017.12.07","join"
"Enchiladaman","10:22:19","2017.12.07","join"
"Purplejunkie","10:22:19","2017.12.07","join"
"Chuckpants","10:22:19","2017.12.07","join"
"Noiry","10:22:19","2017.12.07","join"
"Roylock","10:22:19","2017.12.07","join"
"Sketch","10:22:19","2017.12.07","join"
"Zaldre","10:22:19","2017.12.07","join"
"Sodanickel","10:22:21","2017.12.07","join"
"Gnozina","10:22:24","2017.12.07","join"
"Rockafella","10:22:29","2017.12.07","join"
"Yippi","10:22:32","2017.12.07","join"
"Shrin","10:22:34","2017.12.07","join"
"Magisly","10:22:39","2017.12.07","join"
"Pyumanou","10:22:43","2017.12.07","join"
"Gaff","10:23:07","2017.12.07","join"
"Sesek","10:23:18","2017.12.07","join"
"Fleinders","10:23:22","2017.12.07","join"
"Falassion","10:23:43","2017.12.07","join"
"Furhundredms","10:30:46","2017.12.07","join"
"Furhundredms","10:30:46","2017.12.07","join"
"Nzo","10:35:03","2017.12.07","join"
"Magisly","10:35:03","2017.12.07","join"
"Hupiukko","10:35:20","2017.12.07","join"
"Illsmakyaded","10:35:32","2017.12.07","join"
"Oldmansmegma","10:35:47","2017.12.07","join"
"Daemontools","10:35:47","2017.12.07","join"
"Siilf","10:35:47","2017.12.07","join"
"Zendaril","10:35:47","2017.12.07","join"
"Pyumanou","10:37:14","2017.12.07","join"
"Illsmakyaded","10:37:14","2017.12.07","join"
"Roger","10:59:29","2017.12.07","join"
"Roger","10:59:29","2017.12.07","join"
"Unknown","11:09:26","2017.12.07","join"
"Rockafella","11:09:26","2017.12.07","join"
"Casablancas","11:09:26","2017.12.07","join"
"Remeraz","11:09:26","2017.12.07","join"
"Daemontools","11:09:26","2017.12.07","join"
"Ivyfang","11:09:26","2017.12.07","join"
"Chendi","11:09:26","2017.12.07","join"
"Yippi","11:09:26","2017.12.07","join"
"Constantlee","11:09:26","2017.12.07","join"
"Siilf","11:09:26","2017.12.07","join"
"Shrin","11:09:26","2017.12.07","join"
"Pyumanou","11:09:26","2017.12.07","join"
"Sesek","11:09:26","2017.12.07","join"
"Nzo","11:09:26","2017.12.07","join"
"Sodanickel","11:09:26","2017.12.07","join"
"Stealthunt","11:09:26","2017.12.07","join"
"Saintgermain","11:09:26","2017.12.07","join"
"Healsmeguy","11:09:26","2017.12.07","join"
"Gaff","11:09:26","2017.12.07","join"
"Gnozina","11:09:26","2017.12.07","join"
"Killakam","11:09:26","2017.12.07","join"
"Jimbaws","11:09:26","2017.12.07","join"
"Falassion","11:09:26","2017.12.07","join"
"Valknut","11:09:26","2017.12.07","join"
"Illsmakyaded","11:09:26","2017.12.07","join"
"Zendaril","11:09:26","2017.12.07","join"
"Hupiukko","11:09:26","2017.12.07","join"
"Enchiladaman","11:09:26","2017.12.07","join"
"Purplejunkie","11:09:26","2017.12.07","join"
"Chuckpants","11:09:26","2017.12.07","join"
"Noiry","11:09:26","2017.12.07","join"
"Roylock","11:09:26","2017.12.07","join"
"Sketch","11:09:26","2017.12.07","join"
"Zaldre","11:09:26","2017.12.07","join"
"Oldmansmegma","11:09:26","2017.12.07","join"
"Fleinders","11:09:26","2017.12.07","join"
"Mendacius","11:09:26","2017.12.07","join"
"Sesek","11:41:43","2017.12.07","join"
"Daemontools","12:10:35","2017.12.07","join"
"Illsmakyaded","12:10:43","2017.12.07","join"
"Chendi","12:10:57","2017.12.07","join"
"Stealthunt","12:11:24","2017.12.07","join"
"Sketch","12:13:59","2017.12.07","join"
"Constantlee","12:17:41","2017.12.07","join"
"Shrin","12:17:41","2017.12.07","join"
"Stealthunt","12:17:41","2017.12.07","join"
"Saintgermain","12:17:41","2017.12.07","join"
"Killakam","12:17:41","2017.12.07","join"
"Sketch","12:17:41","2017.12.07","join"
"Zaldre","12:17:41","2017.12.07","join"
"Casablancas","12:17:41","2017.12.07","join"
"Chendi","12:17:47","2017.12.07","join"
"Gaff","12:17:48","2017.12.07","join"
"Roylock","12:17:49","2017.12.07","join"
"Healsmeguy","12:17:50","2017.12.07","join"
"Jimbaws","12:17:52","2017.12.07","join"
"Enchiladaman","12:17:53","2017.12.07","join"
"Rockafella","12:17:53","2017.12.07","join"
"Purplejunkie","12:17:55","2017.12.07","join"
"Siilf","12:17:55","2017.12.07","join"
"Illsmakyaded","12:17:57","2017.12.07","join"
"Ivyfang","12:17:58","2017.12.07","join"
"Chuckpants","12:18:00","2017.12.07","join"
"Yippi","12:18:02","2017.12.07","join"
"Fleinders","12:18:03","2017.12.07","join"
"Zendaril","12:18:07","2017.12.07","join"
"Daemontools","12:18:15","2017.12.07","join"
"Gnozina","12:18:25","2017.12.07","join"
"Oldmansmegma","12:18:29","2017.12.07","join"
"Mendacius","12:18:29","2017.12.07","join"
"Noiry","12:18:33","2017.12.07","join"
"Falassion","12:18:34","2017.12.07","join"
"Hupiukko","12:18:36","2017.12.07","join"
"Nzo","12:18:37","2017.12.07","join"
"Sesek","12:18:37","2017.12.07","join"
"Sodanickel","12:18:43","2017.12.07","join"
"Remeraz","12:18:44","2017.12.07","join"
"Valknut","12:20:47","2017.12.07","join"
"Unknown","12:22:43","2017.12.07","join"
"Zaldre","12:22:43","2017.12.07","join"
"Oldmansmegma","12:22:43","2017.12.07","join"
"Rockafella","12:22:43","2017.12.07","join"
"Casablancas","12:22:43","2017.12.07","join"
"Remeraz","12:22:43","2017.12.07","join"
"Daemontools","12:22:43","2017.12.07","join"
"Ivyfang","12:22:43","2017.12.07","join"
"Chendi","12:22:43","2017.12.07","join"
"Yippi","12:22:43","2017.12.07","join"
"Constantlee","12:22:43","2017.12.07","join"
"Siilf","12:22:43","2017.12.07","join"
"Shrin","12:22:43","2017.12.07","join"
"Pyumanou","12:22:43","2017.12.07","join"
"Sesek","12:22:43","2017.12.07","join"
"Nzo","12:22:43","2017.12.07","join"
"Sodanickel","12:22:43","2017.12.07","join"
"Stealthunt","12:22:43","2017.12.07","join"
"Saintgermain","12:22:43","2017.12.07","join"
"Healsmeguy","12:22:43","2017.12.07","join"
"Gaff","12:22:43","2017.12.07","join"
"Gnozina","12:22:43","2017.12.07","join"
"Killakam","12:22:43","2017.12.07","join"
"Fleinders","12:22:43","2017.12.07","join"
"Jimbaws","12:22:43","2017.12.07","join"
"Falassion","12:22:43","2017.12.07","join"
"Valknut","12:22:43","2017.12.07","join"
"Mendacius","12:22:43","2017.12.07","join"
"Illsmakyaded","12:22:43","2017.12.07","join"
"Zendaril","12:22:43","2017.12.07","join"
"Hupiukko","12:22:43","2017.12.07","join"
"Enchiladaman","12:22:43","2017.12.07","join"
"Purplejunkie","12:22:43","2017.12.07","join"
"Chuckpants","12:22:43","2017.12.07","join"
"Noiry","12:22:43","2017.12.07","join"
"Roylock","12:22:43","2017.12.07","join"
"Sketch","12:22:43","2017.12.07","join"
"Oldmansmegma","12:24:22","2017.12.07","join"
"Rockafella","12:24:22","2017.12.07","join"
"Casablancas","12:24:22","2017.12.07","join"
"Remeraz","12:24:22","2017.12.07","join"
"Daemontools","12:24:22","2017.12.07","join"
"Ivyfang","12:24:22","2017.12.07","join"
"Chendi","12:24:22","2017.12.07","join"
"Yippi","12:24:22","2017.12.07","join"
"Constantlee","12:24:22","2017.12.07","join"
"Siilf","12:24:22","2017.12.07","join"
"Shrin","12:24:22","2017.12.07","join"
"Pyumanou","12:24:22","2017.12.07","join"
"Sesek","12:24:22","2017.12.07","join"
"Nzo","12:24:22","2017.12.07","join"
"Sodanickel","12:24:22","2017.12.07","join"
"Stealthunt","12:24:22","2017.12.07","join"
"Saintgermain","12:24:22","2017.12.07","join"
"Healsmeguy","12:24:22","2017.12.07","join"
"Gaff","12:24:22","2017.12.07","join"
"Gnozina","12:24:22","2017.12.07","join"
"Killakam","12:24:22","2017.12.07","join"
"Fleinders","12:24:22","2017.12.07","join"
"Jimbaws","12:24:22","2017.12.07","join"
"Falassion","12:24:22","2017.12.07","join"
"Valknut","12:24:22","2017.12.07","join"
"Mendacius","12:24:22","2017.12.07","join"
"Illsmakyaded","12:24:22","2017.12.07","join"
"Zendaril","12:24:22","2017.12.07","join"
"Hupiukko","12:24:22","2017.12.07","join"
"Enchiladaman","12:24:22","2017.12.07","join"
"Purplejunkie","12:24:22","2017.12.07","join"
"Chuckpants","12:24:22","2017.12.07","join"
"Noiry","12:24:22","2017.12.07","join"
"Roylock","12:24:22","2017.12.07","join"
"Sketch","12:24:22","2017.12.07","join"
"Zaldre","12:24:22","2017.12.07","join"
"Chendi","12:28:14","2017.12.07","join"
"Illsmakyaded","12:28:22","2017.12.07","join"
"Ivyfang","12:28:23","2017.12.07","join"
"Stealthunt","12:28:24","2017.12.07","join"
"Daemontools","12:28:25","2017.12.07","join"
"Gaff","12:28:47","2017.12.07","join"
"Pyumanou","12:28:47","2017.12.07","join"
"Gafftard","12:47:41","2017.12.07","join"
"Gafftard","12:47:41","2017.12.07","join"
"Wreaine","12:48:47","2017.12.07","join"
"Wreaine","12:48:47","2017.12.07","join"
"Yrion","12:49:53","2017.12.07","join"
"Yrion","12:49:53","2017.12.07","join"
"Nzo","12:50:26","2017.12.07","join"
"Saintgermain","12:53:18","2017.12.07","join"
"Noiry","12:54:01","2017.12.07","join"
"Noiry","12:54:01","2017.12.07","join"
"Sodanickel","12:54:23","2017.12.07","join"
"Sesek","12:55:44","2017.12.07","join"
"Mendacius","13:10:41","2017.12.07","join"
"Purplejunkie","13:10:41","2017.12.07","join"
"Unknown","13:11:38","2017.12.07","join"
"Unknown","13:11:38","2017.12.07","join"
"Unknown","13:11:38","2017.12.07","join"
"Unknown","13:11:38","2017.12.07","join"
"Oldmansmegma","13:11:38","2017.12.07","join"
"Rockafella","13:11:38","2017.12.07","join"
"Casablancas","13:11:38","2017.12.07","join"
"Remeraz","13:11:38","2017.12.07","join"
"Daemontools","13:11:38","2017.12.07","join"
"Ivyfang","13:11:38","2017.12.07","join"
"Yippi","13:11:38","2017.12.07","join"
"Constantlee","13:11:38","2017.12.07","join"
"Siilf","13:11:38","2017.12.07","join"
"Pyumanou","13:11:38","2017.12.07","join"
"Sesek","13:11:38","2017.12.07","join"
"Nzo","13:11:38","2017.12.07","join"
"Sodanickel","13:11:38","2017.12.07","join"
"Healsmeguy","13:11:38","2017.12.07","join"
"Gnozina","13:11:38","2017.12.07","join"
"Killakam","13:11:38","2017.12.07","join"
"Fleinders","13:11:38","2017.12.07","join"
"Jimbaws","13:11:38","2017.12.07","join"
"Falassion","13:11:38","2017.12.07","join"
"Mendacius","13:11:38","2017.12.07","join"
"Purplejunkie","13:11:38","2017.12.07","join"
"Wreaine","13:11:38","2017.12.07","join"
"Zaldre","13:11:38","2017.12.07","join"
"Pumbah","13:13:09","2017.12.07","join"
"Pumbah","13:13:09","2017.12.07","join"
"Wreaine","13:23:31","2017.12.07","join"
"Sodanickel","13:54:02","2017.12.07","join"
"Zaldre","05:16:06","2017.12.08","join"
"Shrin","10:12:38","2017.12.06","join"
"Criddle","10:12:38","2017.12.06","join"
"Enchiladaman","10:12:38","2017.12.06","join"
"Ivyfang","10:12:38","2017.12.06","join"
"Zaldre","10:12:38","2017.12.06","join"
"Shrin","10:12:38","2017.12.06","join"
"Criddle","10:12:38","2017.12.06","join"
"Enchiladaman","10:12:38","2017.12.06","join"
"Ivyfang","10:12:38","2017.12.06","join"
"Zaldre","10:12:38","2017.12.06","join"
"Shrin","10:52:09","2017.12.06","join"
"Criddle","10:52:09","2017.12.06","join"
"Enchiladaman","10:52:09","2017.12.06","join"
"Zaldre","10:52:09","2017.12.06","join"
"Ivyfang","10:54:49","2017.12.06","join"
"Falassion","13:42:51","2017.12.03","join"
"Daemontools","13:42:51","2017.12.03","join"
"Theekiter","13:42:51","2017.12.03","join"
"Chendi","13:42:51","2017.12.03","join"
"Zaldre","13:42:51","2017.12.03","join"
"Theekiter","13:42:51","2017.12.03","join"
"Daemontools","09:11:58","2017.12.03","join"
"Trula","09:11:58","2017.12.03","join"
"Falassion","09:11:58","2017.12.03","join"
"Ivyfang","09:11:58","2017.12.03","join"
"Zaldre","09:11:58","2017.12.03","join"
"Daemontools","09:11:58","2017.12.03","join"
"Trula","09:11:58","2017.12.03","join"
"Falassion","09:11:58","2017.12.03","join"
"Ivyfang","09:11:58","2017.12.03","join"
"Zaldre","09:11:58","2017.12.03","join"
"Rockafella","09:12:21","2017.12.03","join"
"Rockafella","09:12:21","2017.12.03","join"
"Veramal","09:12:21","2017.12.03","join"
"Veramal","09:12:21","2017.12.03","join"
"Pyumanou","09:12:24","2017.12.03","join"
"Pyumanou","09:12:24","2017.12.03","join"
"Chendi","09:12:25","2017.12.03","join"
"Chendi","09:12:25","2017.12.03","join"
"Furhundredms","09:12:57","2017.12.03","join"
"Furhundredms","09:12:57","2017.12.03","join"
"Enchiladaman","09:13:05","2017.12.03","join"
"Enchiladaman","09:13:05","2017.12.03","join"
"Shrin","09:13:17","2017.12.03","join"
"Shrin","09:13:17","2017.12.03","join"
"Amhras","09:13:51","2017.12.03","join"
"Amhras","09:13:51","2017.12.03","join"
"Rythym","09:13:59","2017.12.03","join"
"Rythym","09:13:59","2017.12.03","join"
"Helitheus","09:14:21","2017.12.03","join"
"Helitheus","09:14:21","2017.12.03","join"
"Stealthunt","09:14:22","2017.12.03","join"
"Stealthunt","09:14:22","2017.12.03","join"
"Mendacius","09:14:55","2017.12.03","join"
"Mendacius","09:14:55","2017.12.03","join"
"Amhras","09:16:14","2017.12.03","join"
"Sodanickel","09:16:51","2017.12.03","join"
"Sodanickel","09:16:51","2017.12.03","join"
"Zeale","09:20:16","2017.12.03","join"
"Zeale","09:20:16","2017.12.03","join"
"Rockafella","10:14:35","2017.12.03","join"
"Veramal","10:14:35","2017.12.03","join"
"Chendi","10:14:35","2017.12.03","join"
"Furhundredms","10:14:35","2017.12.03","join"
"Enchiladaman","10:14:35","2017.12.03","join"
"Amhras","10:14:35","2017.12.03","join"
"Stealthunt","10:14:35","2017.12.03","join"
"Zeale","10:14:35","2017.12.03","join"
"Nite","10:14:35","2017.12.03","join"
"Azkaranth","10:14:35","2017.12.03","join"
"Yippi","10:14:35","2017.12.03","join"
"Glacialwrath","10:14:35","2017.12.03","join"
"Nzo","10:14:35","2017.12.03","join"
"Chuckpants","10:14:35","2017.12.03","join"
"Sesek","10:14:35","2017.12.03","join"
"Gaff","10:14:35","2017.12.03","join"
"Illsmakyaded","10:14:35","2017.12.03","join"
"Zendaril","10:14:35","2017.12.03","join"
"Yrion","10:14:35","2017.12.03","join"
"Theekiter","10:14:35","2017.12.03","join"
"Saintgermain","10:14:35","2017.12.03","join"
"Zaldre","10:14:35","2017.12.03","join"
"Ivyfang","10:14:40","2017.12.03","join"
"Trula","10:14:46","2017.12.03","join"
"Remeraz","10:14:50","2017.12.03","join"
"Shrin","10:14:54","2017.12.03","join"
"Pyumanou","10:15:24","2017.12.03","join"
"Falassion","10:15:51","2017.12.03","join"
"Fleinders","10:16:05","2017.12.03","join"
"Fleinders","10:16:05","2017.12.03","join"
"Trula","10:16:20","2017.12.03","join"
"Helitheus","10:16:34","2017.12.03","join"
"Mendacius","10:17:11","2017.12.03","join"
"Siilf","10:18:44","2017.12.03","join"
"Daemontools","10:29:26","2017.12.03","join"
"Falassion","10:29:26","2017.12.03","join"
"Rockafella","10:29:26","2017.12.03","join"
"Veramal","10:29:26","2017.12.03","join"
"Chendi","10:29:26","2017.12.03","join"
"Furhundredms","10:29:26","2017.12.03","join"
"Enchiladaman","10:29:26","2017.12.03","join"
"Shrin","10:29:26","2017.12.03","join"
"Amhras","10:29:26","2017.12.03","join"
"Helitheus","10:29:26","2017.12.03","join"
"Stealthunt","10:29:26","2017.12.03","join"
"Mendacius","10:29:26","2017.12.03","join"
"Sodanickel","10:29:26","2017.12.03","join"
"Zeale","10:29:26","2017.12.03","join"
"Nite","10:29:26","2017.12.03","join"
"Siilf","10:29:26","2017.12.03","join"
"Remeraz","10:29:26","2017.12.03","join"
"Azkaranth","10:29:26","2017.12.03","join"
"Yippi","10:29:26","2017.12.03","join"
"Glacialwrath","10:29:26","2017.12.03","join"
"Chuckpants","10:29:26","2017.12.03","join"
"Gaff","10:29:26","2017.12.03","join"
"Illsmakyaded","10:29:26","2017.12.03","join"
"Zendaril","10:29:26","2017.12.03","join"
"Trula","10:29:26","2017.12.03","join"
"Yrion","10:29:26","2017.12.03","join"
"Theekiter","10:29:26","2017.12.03","join"
"Saintgermain","10:29:26","2017.12.03","join"
"Fleinders","10:29:26","2017.12.03","join"
"Hupiukko","10:29:26","2017.12.03","join"
"Zaldre","10:29:26","2017.12.03","join"
"Ivyfang","10:29:29","2017.12.03","join"
"Nzo","10:29:31","2017.12.03","join"
"Pyumanou","10:29:46","2017.12.03","join"
"Sesek","10:30:12","2017.12.03","join"
"Gnozina","10:30:18","2017.12.03","join"
"Gnozina","10:30:18","2017.12.03","join"
"Constantlee","10:39:29","2017.12.03","join"
"Constantlee","10:39:29","2017.12.03","join"
"Aidda","10:58:17","2017.12.03","join"
"Aidda","10:58:17","2017.12.03","join"
"Roger","11:04:32","2017.12.03","join"
"Roger","11:04:32","2017.12.03","join"
"Nzo","12:02:41","2017.12.03","join"
"Amhras","12:08:59","2017.12.03","join"
"Zendaril","12:09:19","2017.12.03","join"
"Aidda","12:09:19","2017.12.03","join"
"Noiry","12:09:34","2017.12.03","join"
"Noiry","12:09:34","2017.12.03","join"
"Rythym","12:10:30","2017.12.03","join"
"Rythym","12:10:30","2017.12.03","join"
"Remeraz","12:10:45","2017.12.03","join"
"Daemontools","12:12:00","2017.12.03","join"
"Helitheus","12:12:00","2017.12.03","join"
"Azunyan","12:12:09","2017.12.03","join"
"Azunyan","12:12:09","2017.12.03","join"
"Gaff","12:13:05","2017.12.03","join"
"Helitheus","12:13:10","2017.12.03","join"
"Mendacius","12:13:32","2017.12.03","join"
"Hartnor","12:14:21","2017.12.03","join"
"Hartnor","12:14:21","2017.12.03","join"
"Hupiukko","12:14:24","2017.12.03","join"
"Mendacius","12:14:35","2017.12.03","join"
"Bobafaith","12:15:04","2017.12.03","join"
"Bobafaith","12:15:04","2017.12.03","join"
"Azunyan","12:15:30","2017.12.03","join"
"Theseaker","12:17:28","2017.12.03","join"
"Gaff","12:17:28","2017.12.03","join"
"Zendaril","12:17:28","2017.12.03","join"
"Theseaker","12:17:28","2017.12.03","join"
"Purplejunkie","12:20:17","2017.12.03","join"
"Purplejunkie","12:20:17","2017.12.03","join"
"Helitheus","12:49:15","2017.12.03","join"
"Zendaril","12:49:20","2017.12.03","join"
"Hupiukko","12:49:20","2017.12.03","join"
"Purplejunkie","12:49:20","2017.12.03","join"
"Trula","12:49:40","2017.12.03","join"
"Saintgermain","12:49:40","2017.12.03","join"
"Hartnor","12:49:45","2017.12.03","join"
"Sesek","12:50:12","2017.12.03","join"
"Ivyfang","12:51:43","2017.12.03","join"
"Constantlee","12:51:43","2017.12.03","join"
"Rockafella","12:57:46","2017.12.03","join"
"Purplejunkie","13:20:36","2017.12.03","join"
"Unknown","13:21:59","2017.12.03","join"
"Siilf","13:21:59","2017.12.03","join"
"Zendaril","13:21:59","2017.12.03","join"
"Hupiukko","13:21:59","2017.12.03","join"
"Zaldre","13:21:59","2017.12.03","join"
"Daemontools","13:21:59","2017.12.03","join"
"Falassion","13:21:59","2017.12.03","join"
"Ivyfang","13:21:59","2017.12.03","join"
"Chendi","13:21:59","2017.12.03","join"
"Nite","13:21:59","2017.12.03","join"
"Remeraz","13:21:59","2017.12.03","join"
"Yippi","13:21:59","2017.12.03","join"
"Oldmansmegma","09:03:56","2017.11.26","join"
"Casablancas","09:03:56","2017.11.26","join"
"Azkaranth","09:03:56","2017.11.26","join"
"Raitr","09:03:56","2017.11.26","join"
"Chendi","09:03:56","2017.11.26","join"
"Zaldre","09:03:56","2017.11.26","join"
"Oldmansmegma","09:03:56","2017.11.26","join"
"Casablancas","09:03:56","2017.11.26","join"
"Azkaranth","09:03:56","2017.11.26","join"
"Raitr","09:03:56","2017.11.26","join"
"Chendi","09:03:56","2017.11.26","join"
"Zaldre","09:03:56","2017.11.26","join"
"Gnozina","09:05:02","2017.11.26","join"
"Gnozina","09:05:02","2017.11.26","join"
"Falassion","09:05:23","2017.11.26","join"
"Rockafella","09:05:23","2017.11.26","join"
"Rockafella","09:05:23","2017.11.26","join"
"Falassion","09:05:23","2017.11.26","join"
"Pyumanou","09:05:26","2017.11.26","join"
"Pyumanou","09:05:26","2017.11.26","join"
"Illsmakyaded","09:05:35","2017.11.26","join"
"Illsmakyaded","09:05:35","2017.11.26","join"
"Sodanickel","09:05:48","2017.11.26","join"
"Sodanickel","09:05:48","2017.11.26","join"
"Siilf","09:05:49","2017.11.26","join"
