"Name","Item","Color","Quantity","Quality","Priority","URL","Date"
"Sydelle","Light Plate Pants","ff9d9d9d","1","Grey","0","https://classicdb.ch/?item=8085","2017.12.04"
"Sydelle","Major Healing Potion","ffffffff","2","White","1","https://classicdb.ch/?item=13446","2017.12.04"
"Sydelle","Bloodcaller","ffa335ee","1","Epic","4","https://classicdb.ch/?item=19864","2017.12.04"
"Sydelle","Runecloth","ffffffff","1","White","1","https://classicdb.ch/?item=14047","2017.12.04"
"Sydelle","Overlinked Chain Pants","ff9d9d9d","1","Grey","0","https://classicdb.ch/?item=4005","2017.12.04"
"Sydelle","Twill Bracers","ff9d9d9d","1","Grey","0","https://classicdb.ch/?item=3946","2017.12.04"
"Sydelle","Scroll of Intellect IV","ffffffff","1","White","1","https://classicdb.ch/?item=10308","2017.12.04"
"Sydelle","Channeler's Head","ffffffff","4","White","1","https://classicdb.ch/?item=19881","2017.12.04"
"Sydelle","Morning Glory Dew","ffffffff","1","White","1","https://classicdb.ch/?item=8766","2017.12.04"
"Sydelle","Zanzil's Band","ff0070dd","1","Blue","3","https://classicdb.ch/?item=19905","2017.12.04"
"Sydelle","Light Plate Shoulderpads","ff9d9d9d","1","Grey","0","https://classicdb.ch/?item=8086","2017.12.04"
"Sydelle","Runecloth","ffffffff","9","White","1","https://classicdb.ch/?item=14047","2017.12.04"
"Sydelle","Major Mana Potion","ffffffff","1","White","1","https://classicdb.ch/?item=13444","2017.12.14"
"Sydelle","Crochet Bracers","ff9d9d9d","1","Grey","0","https://classicdb.ch/?item=3938","2017.12.04"
