"Name","Item","Color","Quantity","Quality","Priority","URL","Date"
"Devoursoul","Eye of the Emberseer","ffffffff","1","White","1","https://classicdb.ch/?item=17322","2017.10.24"
"Devoursoul","Runecloth","ffffffff","1","White","1","https://classicdb.ch/?item=14047","2017.10.24"
