"Name","Item","Color","Quantity","Quality","Priority","URL","Date"
"Ncrawing","Runecloth","ffffffff","7","White","1","https://classicdb.ch/?item=14047","2017.09.01"
"Ncrawing","Dark Iron Residue","ffffffff","3","White","1","https://classicdb.ch/?item=18945","2017.09.01"
"Ncrawing","Burning Pitch","ff9d9d9d","1","Grey","0","https://classicdb.ch/?item=4787","2017.09.01"
"Ncrawing","Shadowforge Torch","ffffffff","1","White","1","https://classicdb.ch/?item=11885","2017.09.01"
"Ncrawing","Relic Coffer Key","ffffffff","2","White","1","https://classicdb.ch/?item=11078","2017.09.01"
