"Name","Item","Color","Quantity","Quality","Priority","URL","Date"
"Huffy","Solid Stone","ffffffff","1","White","1","https://classicdb.ch/?item=7912","2017.09.17"
"Huffy","Lifeless Stone","ff9d9d9d","1","Grey","0","https://classicdb.ch/?item=4784","2017.09.17"
