"Name","Item","Color","Quantity","Quality","Priority","URL","Date"
"Heelbot","Lawbringer Spaulders","ffa335ee","1","Epic","4","https://classicdb.ch/?item=16856","2017.09.17"
"Heelbot","Lifeless Stone","ff9d9d9d","1","Grey","0","https://classicdb.ch/?item=4784","2017.09.17"
