"Name","Item","Color","Quantity","Quality","Priority","URL","Date"
"Tablets","Scroll of Strength III","ffffffff","1","White","1","https://classicdb.ch/?item=4426","2017.09.01"
"Tablets","Runecloth","ffffffff","3","White","1","https://classicdb.ch/?item=14047","2017.09.01"
"Tablets","Relic Coffer Key","ffffffff","1","White","1","https://classicdb.ch/?item=11078","2017.09.01"
"Tablets","Burning Pitch","ff9d9d9d","1","Grey","0","https://classicdb.ch/?item=4787","2017.09.01"
"Tablets","Dark Iron Residue","ffffffff","1","White","1","https://classicdb.ch/?item=18945","2017.09.01"
"Tablets","Runecloth","ffffffff","2","White","1","https://classicdb.ch/?item=14047","2017.08.26"
"Tablets","Protective Pavise","ff9d9d9d","1","Grey","0","https://classicdb.ch/?item=3986","2017.08.26"
"Tablets","Twill Vest","ff9d9d9d","1","Grey","0","https://classicdb.ch/?item=3951","2017.09.01"
"Tablets","Light Plate Shoulderpads","ff9d9d9d","1","Grey","0","https://classicdb.ch/?item=8086","2017.09.01"
