"Name","Item","Color","Quantity","Quality","Priority","URL","Date"
"Northborn","Armored Chitin","ff9d9d9d","1","Grey","0","https://classicdb.ch/?item=21222","2018.01.26"
"Northborn","Heavy Silithid Husk","ff9d9d9d","1","Grey","0","https://classicdb.ch/?item=21225","2018.01.26"
